season,season_game,matchday,candidate,rps
2023/24,1,1,fresh_always,0.2187212909781131
2023/24,2,1,fresh_always,0.14125136072359132
2023/24,3,1,fresh_always,0.12670101930190036
2023/24,4,1,fresh_always,0.16482508966868198
2023/24,5,1,fresh_always,0.3229929179538486
2023/24,6,1,fresh_always,0.13730013269646243
2023/24,7,1,fresh_always,0.20391983170319034
2023/24,8,1,fresh_always,0.1839298634268414
2023/24,9,1,fresh_always,0.11298884012237007
2023/24,10,2,fresh_always,0.17594510079647352
2023/24,11,2,fresh_always,0.2904930531675212
2023/24,12,2,fresh_always,0.26859143329628876
2023/24,13,2,fresh_always,0.13554369191083304
2023/24,14,2,fresh_always,0.28189028160485374
2023/24,15,2,fresh_always,0.14604812870809783
2023/24,16,2,fresh_always,0.2511545831931068
2023/24,17,2,fresh_always,0.1382061117188894
2023/24,18,2,fresh_always,0.10429071662193422
2023/24,19,3,fresh_always,0.2013906379007543
2023/24,20,3,fresh_always,0.16099306424469012
2023/24,21,3,fresh_always,0.09200059500310111
2023/24,22,3,fresh_always,0.2783768744511703
2023/24,23,3,fresh_always,0.25681520797229934
2023/24,24,3,fresh_always,0.2141210633135245
2023/24,25,3,fresh_always,0.17390647256131936
2023/24,26,3,fresh_always,0.15523432535445927
2023/24,27,3,fresh_always,0.2512505410369785
2023/24,28,4,fresh_always,0.16655938668713885
2023/24,29,4,fresh_always,0.349338103517572
2023/24,30,4,fresh_always,0.3225897101421153
2023/24,31,4,fresh_always,0.26673108206363494
2023/24,32,4,fresh_always,0.13012136560086993
2023/24,33,4,fresh_always,0.13514802262589004
2023/24,34,4,fresh_always,0.12430269829137712
2023/24,35,4,fresh_always,0.2552570931708014
2023/24,36,4,fresh_always,0.1388073456863194
2023/24,37,5,fresh_always,0.09239651676316588
2023/24,38,5,fresh_always,0.18020875701257497
2023/24,39,5,fresh_always,0.1728871911872923
2023/24,40,5,fresh_always,0.0699469154246528
2023/24,41,5,fresh_always,0.20190515970799583
2023/24,42,5,fresh_always,0.23704740144266004
2023/24,43,5,fresh_always,0.342577215599485
2023/24,44,5,fresh_always,0.05394604058289276
2023/24,45,5,fresh_always,0.14412137484908313
2023/24,46,6,fresh_always,0.22933687745578096
2023/24,47,6,fresh_always,0.14024094311026117
2023/24,48,6,fresh_always,0.18114069763529303
2023/24,49,6,fresh_always,0.21562649061846456
2023/24,50,6,fresh_always,0.24839942272964083
2023/24,51,6,fresh_always,0.2522090322920292
2023/24,52,6,fresh_always,0.2720032351275098
2023/24,53,6,fresh_always,0.33434485250298007
2023/24,54,6,fresh_always,0.1949108117222887
2023/24,55,7,fresh_always,0.154589248603123
2023/24,56,7,fresh_always,0.16719691607427187
2023/24,57,7,fresh_always,0.21325543828722074
2023/24,58,7,fresh_always,0.1382650327872161
2023/24,59,7,fresh_always,0.2962218678590132
2023/24,60,7,fresh_always,0.48740064349265255
2023/24,61,7,fresh_always,0.06271209486069794
2023/24,62,7,fresh_always,0.11471769116817111
2023/24,63,7,fresh_always,0.0840705530099941
2023/24,64,8,fresh_always,0.09926398477421194
2023/24,65,8,fresh_always,0.09451448010833148
2023/24,66,8,fresh_always,0.2198817615832494
2023/24,67,8,fresh_always,0.26577215817132843
2023/24,68,8,fresh_always,0.35195187572089814
2023/24,69,8,fresh_always,0.18405941281035987
2023/24,70,8,fresh_always,0.12874319975756074
2023/24,71,8,fresh_always,0.26459448093778143
2023/24,72,8,fresh_always,0.22754017651945851
2023/24,73,9,fresh_always,0.13709104109109888
2023/24,74,9,fresh_always,0.09732777488911191
2023/24,75,9,fresh_always,0.21769106643741615
2023/24,76,9,fresh_always,0.030316222009242066
2023/24,77,9,fresh_always,0.24466727780837552
2023/24,78,9,fresh_always,0.473008377128435
2023/24,79,9,fresh_always,0.1296710748225462
