season,season_game,matchday,candidate,rps
2015/16,1,1,fresh_always,0.11369659480471977
2015/16,2,1,fresh_always,0.27760170667350953
2015/16,3,1,fresh_always,0.17173069659029294
2015/16,4,1,fresh_always,0.39508588558119034
2015/16,5,1,fresh_always,0.12877370645162828
2015/16,6,1,fresh_always,0.3382283509720858
2015/16,7,1,fresh_always,0.1675986414838465
2015/16,8,1,fresh_always,0.3739174476979943
2015/16,9,1,fresh_always,0.14441939205384424
2015/16,10,2,fresh_always,0.13698658170717057
2015/16,11,2,fresh_always,0.1852288244017549
2015/16,12,2,fresh_always,0.23833558373473093
2015/16,13,2,fresh_always,0.24408165111291044
2015/16,14,2,fresh_always,0.17756787299204727
2015/16,15,2,fresh_always,0.13912005400977898
2015/16,16,2,fresh_always,0.13034127685435198
2015/16,17,2,fresh_always,0.3887030999382881
2015/16,18,2,fresh_always,0.20175819904452535
2015/16,19,3,fresh_always,0.22427419990501324
2015/16,20,3,fresh_always,0.15694282872233478
2015/16,21,3,fresh_always,0.3256966463454539
2015/16,22,3,fresh_always,0.21329605421512748
2015/16,23,3,fresh_always,0.4207757610630504
2015/16,24,3,fresh_always,0.23048925394071065
2015/16,25,3,fresh_always,0.13722884695650778
2015/16,26,3,fresh_always,0.21574885175792308
2015/16,27,3,fresh_always,0.07362890526635849
2015/16,28,4,fresh_always,0.33240523491994056
2015/16,29,4,fresh_always,0.07218221387138703
2015/16,30,4,fresh_always,0.17372672793393557
2015/16,31,4,fresh_always,0.11379198555728602
2015/16,32,4,fresh_always,0.25696012758783265
2015/16,33,4,fresh_always,0.12242672916761438
2015/16,34,4,fresh_always,0.5032551403312255
2015/16,35,4,fresh_always,0.1464098096970724
2015/16,36,4,fresh_always,0.3551904128827945
2015/16,37,5,fresh_always,0.17950493493869915
2015/16,38,5,fresh_always,0.15153457532522632
2015/16,39,5,fresh_always,0.4569877281339368
2015/16,40,5,fresh_always,0.08555573247103684
2015/16,41,5,fresh_always,0.14873207284363016
2015/16,42,5,fresh_always,0.132213328095944
2015/16,43,5,fresh_always,0.2344412728766338
2015/16,44,5,fresh_always,0.2162672457377875
2015/16,45,5,fresh_always,0.1766258352090917
2015/16,46,6,fresh_always,0.07234892368335787
2015/16,47,6,fresh_always,0.2992125789250124
2015/16,48,6,fresh_always,0.17349959808798854
2015/16,49,6,fresh_always,0.27961232527734425
2015/16,50,6,fresh_always,0.18959201224976596
2015/16,51,6,fresh_always,0.18339959355523244
2015/16,52,6,fresh_always,0.20755093426793642
2015/16,53,6,fresh_always,0.1509294768463745
2015/16,54,6,fresh_always,0.19941954532097006
2015/16,55,7,fresh_always,0.17048006109215116
2015/16,56,7,fresh_always,0.35484853844415476
2015/16,57,7,fresh_always,0.34512338594410474
2015/16,58,7,fresh_always,0.1911459198908892
2015/16,59,7,fresh_always,0.14210042158954622
2015/16,60,7,fresh_always,0.3563407045509416
2015/16,61,7,fresh_always,0.3327773893756617
2015/16,62,7,fresh_always,0.24434764402216363
2015/16,63,7,fresh_always,0.20472748521624584
2015/16,64,8,fresh_always,0.20499934031629485
2015/16,65,8,fresh_always,0.3605692900694453
2015/16,66,8,fresh_always,0.14980633968157225
2015/16,67,8,fresh_always,0.18871779230253027
2015/16,68,8,fresh_always,0.2756723993100954
2015/16,69,8,fresh_always,0.2124925138903775
2015/16,70,8,fresh_always,0.16710930656340495
2015/16,71,8,fresh_always,0.2007062801563086
2015/16,72,8,fresh_always,0.4555223622580118
2015/16,73,9,fresh_always,0.16533231078304675
2015/16,74,9,fresh_always,0.1308704949909625
2015/16,75,9,fresh_always,0.1475334102779492
2015/16,76,9,fresh_always,0.15883304494912023
2015/16,77,9,fresh_always,0.1354922613913755
2015/16,78,9,fresh_always,0.42736155851550384
2015/16,79,9,fresh_always,0.3556600612843636
2015/16,80,9,fresh_always,0.40769663114588706
2015/16,81,9,fresh_always,0.07412157435490377
2015/16,82,10,fresh_always,0.3446380041764319
2015/16,83,10,fresh_always,0.4035901522144215
2015/16,84,10,fresh_always,0.08582914162226153
2015/16,85,10,fresh_always,0.3502757436978866
2015/16,86,10,fresh_always,0.22550198370431304
2015/16,87,10,fresh_always,0.025769950450869133
2015/16,88,10,fresh_always,0.3058688587769303
2015/16,89,10,fresh_always,0.10439803226697378
2015/16,90,10,fresh_always,0.17155352499400583
2015/16,91,11,fresh_always,0.21555834533179913
2015/16,92,11,fresh_always,0.1382615887597943
2015/16,93,11,fresh_always,0.30306177948246216
2015/16,94,11,fresh_always,0.14604720227876694
2015/16,95,11,fresh_always,0.22813134717583883
2015/16,96,11,fresh_always,0.14353070073854798
2015/16,97,11,fresh_always,0.11601090718895163
2015/16,98,11,fresh_always,0.45299104911406807
2015/16,99,11,fresh_always,0.1321498316555095
2015/16,100,12,fresh_always,0.23836185987458464
2015/16,101,12,fresh_always,0.17509058841610747
2015/16,102,12,fresh_always,0.3628661250164507
2015/16,103,12,fresh_always,0.4058953356654577
2015/16,104,12,fresh_always,0.13444643905762918
2015/16,105,12,fresh_always,0.1264196130808345
2015/16,106,12,fresh_always,0.026868719470788647
2015/16,107,12,fresh_always,0.2539326003821282
2015/16,108,12,fresh_always,0.066123371391688
2015/16,109,13,fresh_always,0.4157754697246307
2015/16,110,13,fresh_always,0.23712690328246083
2015/16,111,13,fresh_always,0.1385776215672492
2015/16,112,13,fresh_always,0.09919220551685201
2015/16,113,13,fresh_always,0.11339215653576731
2015/16,114,13,fresh_always,0.1570813657010407
2015/16,115,13,fresh_always,0.5085269606606279
2015/16,116,13,fresh_always,0.15632517326601486
2015/16,117,13,fresh_always,0.21782192426370925
2015/16,118,14,fresh_always,0.1348207884154088
2015/16,119,14,fresh_always,0.28281390110904886
2015/16,120,14,fresh_always,0.028497774372980667
2015/16,121,14,fresh_always,0.38149614955199906
2015/16,122,14,fresh_always,0.207600901113063
2015/16,123,14,fresh_always,0.16395598988582255
2015/16,124,14,fresh_always,0.1284879949496121
2015/16,125,14,fresh_always,0.022135974811368427
2015/16,126,14,fresh_always,0.18515871523474242
2015/16,127,15,fresh_always,0.13182279915414996
2015/16,128,15,fresh_always,0.19405731391113595
2015/16,129,15,fresh_always,0.27757908102277606
2015/16,130,15,fresh_always,0.13951220049913574
2015/16,131,15,fresh_always,0.4163423309925091
2015/16,132,15,fresh_always,0.6426834041417264
2015/16,133,15,fresh_always,0.34014468254780045
2015/16,134,15,fresh_always,0.19439092285464643
2015/16,135,15,fresh_always,0.44488613452404113
2015/16,136,16,fresh_always,0.1829397415535737
2015/16,137,16,fresh_always,0.13603413881039586
2015/16,138,16,fresh_always,0.09572524672644922
2015/16,139,16,fresh_always,0.13572572667414787
2015/16,140,16,fresh_always,0.3463380152217721
2015/16,141,16,fresh_always,0.01790531861708611
2015/16,142,16,fresh_always,0.15260616968836258
2015/16,143,16,fresh_always,0.20259343552360987
2015/16,144,16,fresh_always,0.020753852743978996
2015/16,145,17,fresh_always,0.0999992741933433
2015/16,146,17,fresh_always,0.5618459889465843
2015/16,147,17,fresh_always,0.061469472285419095
2015/16,148,17,fresh_always,0.413288397507713
2015/16,149,17,fresh_always,0.26785508825750515
2015/16,150,17,fresh_always,0.1446352837951274
2015/16,151,17,fresh_always,0.3400435165288461
2015/16,152,17,fresh_always,0.16796593564569304
2015/16,153,17,fresh_always,0.13100850568152306
2015/16,154,18,fresh_always,0.047397889820053093
2015/16,155,18,fresh_always,0.054763190823886525
2015/16,156,18,fresh_always,0.31945041796164697
2015/16,157,18,fresh_always,0.1388204594320201
2015/16,158,18,fresh_always,0.32757992573257666
2015/16,159,18,fresh_always,0.4256316301585629
2015/16,160,18,fresh_always,0.1591082563932672
2015/16,161,18,fresh_always,0.4747304981871693
2015/16,162,18,fresh_always,0.45621056608072674
2015/16,163,19,fresh_always,0.19154991890336054
2015/16,164,19,fresh_always,0.1810826779590046
2015/16,165,19,fresh_always,0.28526185795658565
2015/16,166,19,fresh_always,0.030040320392918204
2015/16,167,19,fresh_always,0.049602165676789656
2015/16,168,19,fresh_always,0.13122609774355323
2015/16,169,19,fresh_always,0.12722452071778784
2015/16,170,19,fresh_always,0.2692471657109887
2015/16,171,19,fresh_always,0.023999667320094984
2015/16,172,20,fresh_always,0.26508315010674055
2015/16,173,20,fresh_always,0.18360562654407564
2015/16,174,20,fresh_always,0.2549320825338287
2015/16,175,20,fresh_always,0.21450784453974214
2015/16,176,20,fresh_always,0.272234570436005
2015/16,177,20,fresh_always,0.20211153701259302
2015/16,178,20,fresh_always,0.20962217115325565
2015/16,179,20,fresh_always,0.1503460206587875
2015/16,180,20,fresh_always,0.4724099980317564
2015/16,181,21,fresh_always,0.41065738671522534
2015/16,182,21,fresh_always,0.09163958969917231
2015/16,183,21,fresh_always,0.13795830468314874
2015/16,184,21,fresh_always,0.26818621809940973
2015/16,185,21,fresh_always,0.20517657151031055
2015/16,186,21,fresh_always,0.020613892468514278
2015/16,187,21,fresh_always,0.17992710142995783
2015/16,188,21,fresh_always,0.05297893658897923
2015/16,189,21,fresh_always,0.18492160491208098
2015/16,190,22,fresh_always,0.13173291329253328
2015/16,191,22,fresh_always,0.10627956669998762
2015/16,192,22,fresh_always,0.017637701671072467
2015/16,193,22,fresh_always,0.14798895591452188
2015/16,194,22,fresh_always,0.2728691196810811
2015/16,195,22,fresh_always,0.15881744365140663
2015/16,196,22,fresh_always,0.21460653844090838
2015/16,197,22,fresh_always,0.2596808244872773
2015/16,198,22,fresh_always,0.17603150563495118
2015/16,199,23,fresh_always,0.30645698164020824
2015/16,200,23,fresh_always,0.11811978653990515
2015/16,201,23,fresh_always,0.5626804302606278
2015/16,202,23,fresh_always,0.15040985645135016
2015/16,203,23,fresh_always,0.14038853117398278
2015/16,204,23,fresh_always,0.1455129038552029
2015/16,205,23,fresh_always,0.03291131542738376
2015/16,206,23,fresh_always,0.1357526112654675
2015/16,207,23,fresh_always,0.3790765036426347
2015/16,208,24,fresh_always,0.11371405475528765
2015/16,209,24,fresh_always,0.10606226177574196
2015/16,210,24,fresh_always,0.7699007259998174
2015/16,211,24,fresh_always,0.12059184468248495
2015/16,212,24,fresh_always,0.09121040960039772
2015/16,213,24,fresh_always,0.26485614548409314
2015/16,214,24,fresh_always,0.24152837390340776
2015/16,215,24,fresh_always,0.13477602849115872
2015/16,216,24,fresh_always,0.5462497632572135
2015/16,217,25,fresh_always,0.044555915022091996
2015/16,218,25,fresh_always,0.15410552035316702
2015/16,219,25,fresh_always,0.1252254653279138
2015/16,220,25,fresh_always,0.13343375416528708
2015/16,221,25,fresh_always,0.3846533951375316
2015/16,222,25,fresh_always,0.11022414519406812
2015/16,223,25,fresh_always,0.12061241323878197
2015/16,224,25,fresh_always,0.14191667530599833
2015/16,225,25,fresh_always,0.3228650225785493
2015/16,226,26,fresh_always,0.2909659145600467
2015/16,227,26,fresh_always,0.4575582935760463
2015/16,228,26,fresh_always,0.07014036937182547
2015/16,229,26,fresh_always,0.13572573510230326
2015/16,230,26,fresh_always,0.12466542961457057
2015/16,231,26,fresh_always,0.01637297956155359
2015/16,232,26,fresh_always,0.17134336144195653
2015/16,233,26,fresh_always,0.08137039266278574
2015/16,234,26,fresh_always,0.04410548058507268
2015/16,235,27,fresh_always,0.2776333030292334
2015/16,236,27,fresh_always,0.16202207458161835
2015/16,237,27,fresh_always,0.050613664589514114
2015/16,238,27,fresh_always,0.45558849455791406
2015/16,239,27,fresh_always,0.22344371320096582
2015/16,240,27,fresh_always,0.14790899336404123
2015/16,241,27,fresh_always,0.18176820660357298
2015/16,242,27,fresh_always,0.30040178047069355
2015/16,243,27,fresh_always,0.06005803320325226
2015/16,244,28,fresh_always,0.13738291279506432
2015/16,245,28,fresh_always,0.3284568643517639
2015/16,246,28,fresh_always,0.021096519933806564
2015/16,247,28,fresh_always,0.21913965375285707
2015/16,248,28,fresh_always,0.1562147724348547
2015/16,249,28,fresh_always,0.023014921946974076
2015/16,250,28,fresh_always,0.15212340132208596
2015/16,251,28,fresh_always,0.16557178472674622
2015/16,252,28,fresh_always,0.1623787987559379
2015/16,253,29,fresh_always,0.230491164550655
2015/16,254,29,fresh_always,0.18532551113385365
2015/16,255,29,fresh_always,0.2678645505006225
2015/16,256,29,fresh_always,0.0554312454742982
2015/16,257,29,fresh_always,0.45546336362547263
2015/16,258,29,fresh_always,0.32040595188365467
2015/16,259,29,fresh_always,0.33997099481626936
2015/16,260,29,fresh_always,0.3228290674297403
2015/16,261,29,fresh_always,0.2034661053749956
2015/16,262,30,fresh_always,0.6904366524052133
2015/16,263,30,fresh_always,0.22580606933013117
2015/16,264,30,fresh_always,0.16953283627048069
2015/16,265,30,fresh_always,0.042125837449221916
2015/16,266,30,fresh_always,0.20290686891808432
2015/16,267,30,fresh_always,0.4721514949878409
2015/16,268,30,fresh_always,0.09458496177265868
2015/16,269,30,fresh_always,0.02632649860596301
2015/16,270,30,fresh_always,0.32955414726762833
2015/16,271,31,fresh_always,0.2213818502333955
2015/16,272,31,fresh_always,0.057571994434064334
2015/16,273,31,fresh_always,0.47884461205598355
2015/16,274,31,fresh_always,0.23748042634518654
2015/16,275,31,fresh_always,0.194177593047483
2015/16,276,31,fresh_always,0.1881200417132198
2015/16,277,31,fresh_always,0.09197444090602826
2015/16,278,31,fresh_always,0.280611993141333
2015/16,279,31,fresh_always,0.04257751011142346
2015/16,280,32,fresh_always,0.13609998629286957
2015/16,281,32,fresh_always,0.15089159622423018
2015/16,282,32,fresh_always,0.17424792459164093
2015/16,283,32,fresh_always,0.1377326767762753
2015/16,284,32,fresh_always,0.30935008559453103
2015/16,285,32,fresh_always,0.1140601267086124
2015/16,286,32,fresh_always,0.12237125495026709
2015/16,287,32,fresh_always,0.052273135031854025
2015/16,288,32,fresh_always,0.10214412500206817
